Name,team,season,position,dateOfBirth,Age,Matches,rating_points,cp_ratio
Jack Madgen,Collingwood,2019,KEY_DEFENDER,1993-04-25,26,4,6.1,0.3333333333333333
Jack Maibaum,Sydney Swans,2019,KEY_DEFENDER,1998-03-27,NA,NA,NA,NA
Jack Martin,Gold Coast Suns,2019,MIDFIELDER_FORWARD,1995-01-29,24,16,7.2625,0.47278911564625853
Jack Mayo,St Kilda,2019,KEY_FORWARD,1999-07-22,NA,NA,NA,NA
Jack Newnes,St Kilda,2019,MIDFIELDER,1993-02-24,26,20,6.74,0.34005763688760804
Jack Payne,Brisbane Lions,2019,KEY_DEFENDER,1999-10-15,NA,NA,NA,NA
Jack Petruccelle,West Coast Eagles,2019,MEDIUM_FORWARD,1999-04-12,20,20,6.815,0.3253588516746412
Jack Redden,West Coast Eagles,2019,MIDFIELDER,1990-12-09,29,23,8.434782608695652,0.4105461393596987
Jack Riewoldt,Richmond,2019,KEY_FORWARD,1988-10-31,31,13,9.2,0.5314685314685315
Jack Ross,Richmond,2019,MIDFIELDER,2000-09-03,19,7,8.9,0.3902439024390244
Jack Scrimshaw,Hawthorn,2019,MEDIUM_DEFENDER,1998-09-04,21,10,8.81,0.4125
Jack Silvagni,Carlton,2019,MEDIUM_FORWARD,1997-12-17,22,17,7.523529411764706,0.4042553191489362
Jack Sinclair,St Kilda,2019,MIDFIELDER_FORWARD,1995-02-12,24,22,10.954545454545455,0.4619422572178477
Jack Steele,St Kilda,2019,MIDFIELDER,1995-12-13,24,20,10.584999999999999,0.4272930648769575
Jack Steven,St Kilda,2019,MIDFIELDER_FORWARD,1990-03-28,29,7,10.871428571428572,0.46825396825396826
Jack Trengove,Port Adelaide,2019,MIDFIELDER,1991-09-02,NA,NA,NA,NA
Jack Viney,Melbourne,2019,MIDFIELDER,1994-04-13,25,21,9.857142857142858,0.4324324324324324
Jack Watts,Port Adelaide,2019,KEY_DEFENDER,1991-03-26,28,2,10.9,0.3023255813953488
Jack Ziebell,North Melbourne,2019,MIDFIELDER_FORWARD,1991-02-28,28,22,11.613636363636363,0.4316702819956616
Jackson Hately,GWS Giants,2019,MIDFIELDER,2000-10-21,19,7,6.085714285714285,0.3135593220338983
Jackson Nelson,West Coast Eagles,2019,MEDIUM_DEFENDER,1996-03-15,23,13,4.946153846153846,0.32716049382716045
Jackson Ross,Hawthorn,2019,KEY_FORWARD,1999-06-22,NA,NA,NA,NA
Jackson Thurlow,Sydney Swans,2019,MEDIUM_DEFENDER,1994-03-28,25,9,5.355555555555555,0.3
Jackson Trengove,Western Bulldogs,2019,KEY_DEFENDER,1990-11-02,29,16,8.9375,0.41968911917098445
Jacob Allison,Brisbane Lions,2019,MIDFIELDER,1998-04-16,21,2,4.8999999999999995,0.4230769230769231
Jacob Dawson,Gold Coast Suns,2019,MEDIUM_DEFENDER,1999-11-03,20,6,4.433333333333334,0.23762376237623759
Jacob Heron,Gold Coast Suns,2019,MEDIUM_FORWARD,1999-12-10,20,5,3.7199999999999998,0.3666666666666667
Jacob Hopper,GWS Giants,2019,MIDFIELDER,1997-02-06,22,23,11.995652173913044,0.53
Jacob Kennerley,Geelong Cats,2019,MIDFIELDER,2000-06-16,NA,NA,NA,NA
Jacob Koschitzke,Hawthorn,2019,KEY_DEFENDER,2000-07-11,NA,NA,NA,NA
Jacob Townsend,Richmond,2019,MEDIUM_FORWARD,1993-06-20,26,1,0.1,0.25
Jacob Weitering,Carlton,2019,KEY_DEFENDER,1997-11-23,22,20,9.84,0.4115384615384615
Jade Gresham,St Kilda,2019,MIDFIELDER_FORWARD,1997-08-24,22,19,12.368421052631579,0.44600938967136156
Jaeger O'Meara,Hawthorn,2019,MIDFIELDER,1994-02-23,25,21,9.728571428571428,0.44506517690875236
Jaidyn Stephenson,Collingwood,2019,MEDIUM_FORWARD,1999-01-15,20,14,10.214285714285714,0.3317972350230415
Jake Aarts,Richmond,2019,MEDIUM_FORWARD,1994-12-08,NA,NA,NA,NA
Jake Carlisle,St Kilda,2019,KEY_DEFENDER,1991-10-01,28,10,7.74,0.3796296296296296
Jake Kelly,Adelaide Crows,2019,MEDIUM_DEFENDER,1995-01-21,24,22,8.231818181818182,0.3181818181818182
Jake Kolodjashnij,Geelong Cats,2019,MEDIUM_DEFENDER,1995-08-09,24,23,6.091304347826087,0.383399209486166
Jake Lever,Melbourne,2019,KEY_DEFENDER,1996-03-05,23,8,8.1,0.4017094017094017
Jake Lloyd,Sydney Swans,2019,MEDIUM_DEFENDER,1993-09-20,26,22,9.559090909090909,0.1952117863720074
Jake Long,Essendon,2019,MEDIUM_DEFENDER,1996-09-28,NA,NA,NA,NA
Jake Melksham,Melbourne,2019,MEDIUM_FORWARD,1991-08-29,28,12,7.2,0.38095238095238093
Jake Patmore,Port Adelaide,2019,MIDFIELDER_FORWARD,1999-01-29,NA,NA,NA,NA
Jake Stein,GWS Giants,2019,KEY_DEFENDER,1994-01-17,25,5,5.86,0.30769230769230765
Jake Stringer,Essendon,2019,MEDIUM_FORWARD,1994-04-25,25,19,11.91578947368421,0.5510204081632654
Jake Tarca,Geelong Cats,2019,MEDIUM_FORWARD,2000-02-23,NA,NA,NA,NA
Jake Waterman,West Coast Eagles,2019,KEY_FORWARD,1998-05-06,21,13,6.184615384615384,0.23841059602649003
Jamaine Jones,Geelong Cats,2019,MEDIUM_FORWARD,1998-09-29,NA,NA,NA,NA
James Aish,Collingwood,2019,MEDIUM_DEFENDER,1995-10-08,24,14,6.942857142857143,0.27826086956521734
James Bell,Sydney Swans,2019,MIDFIELDER_FORWARD,1999-02-10,20,2,2.4,0.2857142857142857
James Cousins,Hawthorn,2019,MIDFIELDER,1998-03-19,21,12,7.691666666666666,0.3119266055045872
James Frawley,Hawthorn,2019,KEY_DEFENDER,1988-09-20,31,18,6.111111111111111,0.30917874396135264
James Harmes,Melbourne,2019,MIDFIELDER,1995-10-05,24,22,12.422727272727272,0.43065693430656937
James Jordon,Melbourne,2019,MIDFIELDER,2000-12-20,NA,NA,NA,NA
James Madden,Brisbane Lions,2019,MEDIUM_DEFENDER,1999-11-15,NA,NA,NA,NA
James Parsons,Geelong Cats,2019,MIDFIELDER,1997-04-12,22,4,10.825,0.3870967741935484
James Rose,Sydney Swans,2019,MEDIUM_FORWARD,1996-04-16,23,5,6.0200000000000005,0.43478260869565216
James Rowbottom,Sydney Swans,2019,MIDFIELDER_FORWARD,2000-09-19,19,12,7.641666666666667,0.4171779141104294
James Sicily,Hawthorn,2019,KEY_DEFENDER,1995-01-06,24,22,11.031818181818181,0.3242009132420091
James Stewart,Essendon,2019,KEY_FORWARD,1994-03-04,NA,NA,NA,NA
James Worpel,Hawthorn,2019,MIDFIELDER,1999-01-24,20,22,12.65,0.46247818499127397
Jamie Cripps,West Coast Eagles,2019,MEDIUM_FORWARD,1992-04-23,27,19,11.531578947368422,0.43511450381679384
Jamie Elliott,Collingwood,2019,MEDIUM_FORWARD,1992-08-21,27,16,8.45625,0.3298429319371728
Jamie Macmillan,North Melbourne,2019,MEDIUM_DEFENDER,1991-09-23,28,18,7.483333333333333,0.27647058823529413
Jared Polec,North Melbourne,2019,MIDFIELDER,1992-10-12,27,22,10.477272727272727,0.2607843137254902
Jarman Impey,Hawthorn,2019,MEDIUM_DEFENDER,1995-07-09,24,17,9.935294117647059,0.3286219081272085
Jarrad McVeigh,Sydney Swans,2019,MEDIUM_DEFENDER,1985-04-07,34,6,7.45,0.25
Jarrod Berry,Brisbane Lions,2019,MIDFIELDER,1998-02-05,21,20,9.84,0.40346534653465344
Jarrod Brander,West Coast Eagles,2019,KEY_FORWARD,1999-02-11,20,2,4.25,0.2631578947368421
Jarrod Cameron,West Coast Eagles,2019,MEDIUM_FORWARD,2000-05-03,19,7,8.428571428571429,0.3448275862068965
Jarrod Garlett,Carlton,2019,MEDIUM_DEFENDER,1996-05-03,23,2,6.65,0.43478260869565216
Jarrod Harbrow,Gold Coast Suns,2019,MEDIUM_DEFENDER,1988-07-18,31,21,9.385714285714286,0.3206521739130434
Jarrod Lienert,Port Adelaide,2019,MEDIUM_DEFENDER,1994-08-05,25,7,6.757142857142857,0.24060150375939848
Jarrod Pickett,Carlton,2019,MEDIUM_FORWARD,1996-08-18,NA,NA,NA,NA
Jarrod Witts,Gold Coast Suns,2019,RUCK,1992-09-13,27,22,12.913636363636364,0.6358024691358025
Jarryd Lyons,Brisbane Lions,2019,MIDFIELDER,1992-07-22,27,24,14.079166666666666,0.510752688172043
Jarryd Roughead,Hawthorn,2019,KEY_FORWARD,1987-01-23,32,8,11.9125,0.5098039215686274
Jarryn Geary,St Kilda,2019,MEDIUM_DEFENDER,1988-06-23,31,5,6,0.3225806451612903
Jason Carter,Fremantle,2019,MEDIUM_DEFENDER,2000-01-11,19,2,1.85,0.16666666666666666
Jason Castagna,Richmond,2019,MEDIUM_FORWARD,1996-07-12,23,24,7,0.2906976744186047
Jason Johannisen,Western Bulldogs,2019,MEDIUM_DEFENDER,1992-11-08,27,20,11.105,0.24218749999999997
Jasper Pittard,North Melbourne,2019,MEDIUM_DEFENDER,1991-04-01,28,22,9.159090909090908,0.23884514435695536
Jay Kennedy Harris,Melbourne,2019,MIDFIELDER,1995-03-21,24,5,5.44,0.39024390243902446
Jay Lockhart,Melbourne,2019,MEDIUM_FORWARD,1996-02-03,23,12,5.591666666666667,0.35714285714285715
Jayden Hunt,Melbourne,2019,MEDIUM_FORWARD,1995-04-03,24,21,9.042857142857143,0.38247011952191234
Jayden Laverde,Essendon,2019,MEDIUM_FORWARD,1996-04-12,23,10,6.1899999999999995,0.4615384615384616
Jayden Short,Richmond,2019,MEDIUM_DEFENDER,1996-01-24,23,15,6.306666666666667,0.1799163179916318
Jed Anderson,North Melbourne,2019,MIDFIELDER,1994-02-02,25,17,12.141176470588235,0.46327683615819215
Jed Bews,Geelong Cats,2019,MEDIUM_DEFENDER,1993-12-14,26,12,7.966666666666667,0.4384615384615385
Jeff Garlett,Melbourne,2019,MEDIUM_FORWARD,1989-08-03,30,7,6.157142857142857,0.44776119402985076
Jeremy Cameron,GWS Giants,2019,KEY_FORWARD,1993-04-01,26,24,12.516666666666666,0.35400516795865633
Jeremy Finlayson,GWS Giants,2019,KEY_FORWARD,1996-02-09,23,23,11.665217391304347,0.39084507042253525
Jeremy Howe,Collingwood,2019,KEY_DEFENDER,1990-06-29,29,21,10.057142857142857,0.3365695792880259
Jeremy McGovern,West Coast Eagles,2019,KEY_DEFENDER,1992-04-15,27,23,12.773913043478261,0.46176470588235297
Jesse Hogan,Fremantle,2019,KEY_FORWARD,1995-02-12,24,12,4.15,0.41899441340782123
Jesse Joyce,Gold Coast Suns,2019,MEDIUM_DEFENDER,1997-08-17,22,16,8.231250000000001,0.3333333333333333
Jez McLennan,Gold Coast Suns,2019,MEDIUM_DEFENDER,2000-09-07,NA,NA,NA,NA
Jimmy Webster,St Kilda,2019,MEDIUM_DEFENDER,1993-06-28,26,8,7.375,0.3106060606060606
Joe Atley,Port Adelaide,2019,MIDFIELDER,1998-08-04,21,1,6.7,0.5652173913043478
Joe Daniher,Essendon,2019,KEY_FORWARD,1994-03-04,25,4,8.125,0.46153846153846156
Joel Amartey,Sydney Swans,2019,RUCK,1999-09-02,NA,NA,NA,NA
Joel Crocker,North Melbourne,2019,MEDIUM_DEFENDER,2000-04-14,NA,NA,NA,NA
Joel Garner,Port Adelaide,2019,MEDIUM_DEFENDER,1999-05-21,20,4,6.075,0.43478260869565216
Joel Hamling,Fremantle,2019,KEY_DEFENDER,1993-04-09,26,22,8.75,0.3949579831932773
Joel Selwood,Geelong Cats,2019,MIDFIELDER,1988-05-26,31,23,11.765217391304347,0.4245472837022133
Joel Smith,Melbourne,2019,MEDIUM_DEFENDER,1996-02-25,NA,NA,NA,NA
John Noble,Collingwood,2019,MEDIUM_DEFENDER,1997-03-25,22,5,3.24,0.19148936170212766
Jonathon Ceglar,Hawthorn,2019,RUCK,1991-02-14,28,15,9.013333333333334,0.5862068965517242
Jonathon Marsh,St Kilda,2019,KEY_DEFENDER,1995-10-17,24,5,6.64,0.5434782608695653
Jonathon Patton,GWS Giants,2019,KEY_FORWARD,1993-05-20,NA,NA,NA,NA
Jordan Clark,Geelong Cats,2019,MIDFIELDER,2000-10-16,19,18,7.161111111111111,0.2669322709163347
Jordan Cunico,Geelong Cats,2019,MEDIUM_DEFENDER,1996-05-07,NA,NA,NA,NA
Jordan Dawson,Sydney Swans,2019,MEDIUM_DEFENDER,1997-04-09,22,20,10.52,0.33055555555555555
Jordan De Goey,Collingwood,2019,MEDIUM_FORWARD,1996-03-15,23,17,11.705882352941178,0.4532374100719425
Jordan Gallucci,Adelaide Crows,2019,MEDIUM_FORWARD,1998-05-04,21,10,6.33,0.3032786885245902
Jordan Houlahan,Essendon,2019,MEDIUM_FORWARD,1999-02-19,NA,NA,NA,NA
Jordan Lewis,Melbourne,2019,MIDFIELDER_FORWARD,1986-04-24,33,12,7.6,0.28409090909090906
Jordan Murdoch,Gold Coast Suns,2019,MEDIUM_DEFENDER,1992-03-23,27,14,6.414285714285715,0.45086705202312133
Jordan Ridley,Essendon,2019,MEDIUM_DEFENDER,1998-10-20,21,6,5.216666666666667,0.22891566265060243
Jordan Roughead,Collingwood,2019,KEY_DEFENDER,1990-11-03,29,24,7.870833333333334,0.34686346863468637
Jordon Butts,Adelaide Crows,2019,KEY_DEFENDER,1999-12-31,NA,NA,NA,NA
Jordon Sweet,Western Bulldogs,2019,RUCK,1998-02-02,NA,NA,NA,NA
Josh Battle,St Kilda,2019,KEY_DEFENDER,1998-09-01,21,19,5.91578947368421,0.2588235294117647
Josh Begley,Essendon,2019,MEDIUM_FORWARD,1998-07-03,21,8,5.8625,0.4489795918367347
Josh Bruce,St Kilda,2019,KEY_FORWARD,1992-06-08,27,22,7.904545454545454,0.5947955390334573
Josh Caddy,Richmond,2019,MIDFIELDER_FORWARD,1992-09-28,27,18,10.261111111111111,0.4270833333333333
Josh Corbett,Gold Coast Suns,2019,MEDIUM_FORWARD,1996-04-23,23,9,4.533333333333333,0.47560975609756095
Josh Daicos,Collingwood,2019,MIDFIELDER,1998-11-26,21,5,3.9000000000000004,0.27586206896551724
Josh Deluca,Carlton,2019,MEDIUM_FORWARD,1996-05-11,23,6,7.266666666666667,0.5223880597014925
Josh Dunkley,Western Bulldogs,2019,MIDFIELDER,1997-01-09,22,23,14.352173913043478,0.48307692307692307
Josh Jenkins,Adelaide Crows,2019,KEY_FORWARD,1989-02-08,30,11,8.627272727272727,0.4296296296296296
Josh Kelly,GWS Giants,2019,MIDFIELDER,1995-02-12,24,18,13.627777777777778,0.38703339882121807
Josh Rotham,West Coast Eagles,2019,MEDIUM_DEFENDER,1998-02-25,21,4,5.575,0.2
Josh Schache,Western Bulldogs,2019,KEY_FORWARD,1997-08-21,22,14,7.664285714285715,0.4705882352941176
Josh Schoenfeld,Gold Coast Suns,2019,MEDIUM_FORWARD,NA,22,1,9,0.6363636363636364
Josh Smith,West Coast Eagles,2019,MIDFIELDER,1994-01-02,25,2,6,0.30434782608695654
Josh Thomas,Collingwood,2019,MEDIUM_FORWARD,1991-10-01,28,22,8.772727272727273,0.35365853658536583
Josh Wagner,Melbourne,2019,MEDIUM_DEFENDER,1994-06-24,25,12,8.241666666666667,0.3825136612021858
Josh Walker,Brisbane Lions,2019,KEY_DEFENDER,1992-11-12,27,11,7.390909090909091,0.41911764705882354
Josh J. Kennedy,West Coast Eagles,2019,KEY_FORWARD,1987-08-25,32,22,8.072727272727272,0.5291005291005291
Josh P. Kennedy,Sydney Swans,2019,MIDFIELDER,1988-06-20,31,19,13.489473684210527,0.48785425101214575
Justin McInerney,Sydney Swans,2019,MIDFIELDER,2000-08-18,19,1,2.3,1
Justin Westhoff,Port Adelaide,2019,KEY_FORWARD,1986-10-01,33,20,10.865,0.3717579250720461
Jy Simpkin,North Melbourne,2019,MIDFIELDER_FORWARD,1998-03-05,21,21,9.776190476190477,0.4591836734693878
Jye Caldwell,GWS Giants,2019,MIDFIELDER,2000-09-28,19,2,5.2,0.4166666666666667
Kade Chandler,Melbourne,2019,MEDIUM_FORWARD,2000-01-13,19,1,9.5,0.5
Kade Kolodjashnij,Melbourne,2019,MIDFIELDER,1995-08-09,24,2,1.8499999999999999,0.2631578947368421
Kade Simpson,Carlton,2019,MEDIUM_DEFENDER,1984-05-05,35,18,8.144444444444444,0.3028391167192429
Kai Pudney,Port Adelaide,2019,MIDFIELDER,2000-01-09,NA,NA,NA,NA
Kaiden Brand,Hawthorn,2019,KEY_DEFENDER,1994-04-08,25,5,6.82,0.41818181818181815
Kamdyn McIntosh,Richmond,2019,MIDFIELDER,1994-04-03,25,16,8.025,0.4069264069264069
Kane Farrell,Port Adelaide,2019,MEDIUM_FORWARD,1999-03-17,20,7,6.685714285714286,0.4666666666666667
Kane Lambert,Richmond,2019,MEDIUM_FORWARD,1991-11-26,28,21,12.138095238095238,0.33700440528634357
Karl Amon,Port Adelaide,2019,MIDFIELDER,1995-08-19,24,17,11.194117647058823,0.33529411764705885
Kayne Turner,North Melbourne,2019,MEDIUM_FORWARD,1995-12-31,24,21,7.576190476190476,0.4253731343283582
Keegan Brooksby,West Coast Eagles,2019,RUCK,1990-04-27,NA,NA,NA,NA
Kieran Strachan,Adelaide Crows,2019,KEY_FORWARD,1995-10-05,NA,NA,NA,NA
Kieren Briggs,GWS Giants,2019,KEY_FORWARD,1999-10-06,NA,NA,NA,NA
Kieren Jack,Sydney Swans,2019,MEDIUM_FORWARD,1987-06-28,32,8,6.4375,0.39473684210526316
Kobe Mutch,Essendon,2019,MIDFIELDER,1998-03-18,21,1,0.1,NA
Kurt Mutimer,West Coast Eagles,2019,MEDIUM_DEFENDER,1997-03-11,NA,NA,NA,NA
Kurt Tippett,Sydney Swans,2019,KEY_FORWARD,1987-05-08,NA,NA,NA,NA
Kyle Dunkley,Melbourne,2019,MIDFIELDER,2000-06-20,19,5,5.52,0.32653061224489793
Kyle Hartigan,Adelaide Crows,2019,KEY_DEFENDER,1991-11-07,28,19,4.847368421052631,0.2769230769230769
Kyle Langford,Essendon,2019,MIDFIELDER_FORWARD,1996-12-01,23,18,10.216666666666667,0.3936507936507937
Kym Lebois,Carlton,2019,MEDIUM_FORWARD,NA,NA,NA,NA,NA
Kyron Hayden,North Melbourne,2019,MIDFIELDER,1999-06-06,20,1,2,0.5
Lachie Fogarty,Geelong Cats,2019,MIDFIELDER,1999-04-01,20,2,6.5,0.3333333333333333
Lachie Henderson,Geelong Cats,2019,KEY_DEFENDER,1989-12-14,30,6,7.983333333333333,0.47887323943661975
Lachie Hunter,Western Bulldogs,2019,MIDFIELDER,1994-12-13,25,23,9.782608695652174,0.23509933774834438
Lachie Neale,Brisbane Lions,2019,MIDFIELDER,1993-05-24,26,24,16.733333333333334,0.5114709851551956
Lachie Plowman,Carlton,2019,MEDIUM_DEFENDER,1994-09-11,25,21,8.628571428571428,0.3639705882352941
Lachie Schultz,Fremantle,2019,MEDIUM_FORWARD,1997-11-30,22,7,5.128571428571428,0.49397590361445776
Lachie Weller,Gold Coast Suns,2019,MEDIUM_DEFENDER,1996-02-23,23,17,9.170588235294117,0.3224852071005917
Lachie Whitfield,GWS Giants,2019,MIDFIELDER_FORWARD,1994-07-18,25,19,12.5,0.2778904665314402
Lachie Young,Western Bulldogs,2019,MEDIUM_DEFENDER,1999-04-06,20,6,3.7333333333333334,0.22727272727272727
Lachlan Hosie,North Melbourne,2019,MEDIUM_FORWARD,1997-02-25,NA,NA,NA,NA
Lachlan Keeffe,GWS Giants,2019,KEY_DEFENDER,1990-04-14,29,10,5.68,0.4155844155844156
Lachlan Murphy,Adelaide Crows,2019,MEDIUM_FORWARD,1998-12-04,21,21,7.276190476190476,0.47186147186147187
Lachlan Sholl,Adelaide Crows,2019,MEDIUM_DEFENDER,2000-03-07,NA,NA,NA,NA
Laitham Vandermeer,Western Bulldogs,2019,MEDIUM_DEFENDER,1999-02-03,NA,NA,NA,NA
Lance Franklin,Sydney Swans,2019,KEY_FORWARD,1987-01-30,32,10,10.95,0.45
Levi Casboult,Carlton,2019,KEY_FORWARD,1990-03-15,29,20,9.76,0.48672566371681414
Levi Greenwood,Collingwood,2019,MEDIUM_DEFENDER,1989-02-19,30,17,6.029411764705882,0.2568093385214008
Lewis Jetta,West Coast Eagles,2019,MEDIUM_DEFENDER,1989-05-04,30,22,9.354545454545455,0.21492537313432836
Lewis Melican,Sydney Swans,2019,KEY_DEFENDER,1996-11-04,23,17,5.629411764705882,0.3641618497109827
Lewis Pierce,St Kilda,2019,RUCK,1994-11-16,25,1,6.7,0.8571428571428571
Lewis Taylor,Brisbane Lions,2019,MIDFIELDER,1995-02-17,24,5,6.84,0.3253012048192771
Lewis Young,Western Bulldogs,2019,KEY_DEFENDER,1998-12-20,21,5,7.84,0.5
Liam Baker,Richmond,2019,MEDIUM_DEFENDER,1998-01-27,21,19,9.442105263157895,0.3730407523510972
Liam Duggan,West Coast Eagles,2019,MEDIUM_DEFENDER,1996-12-11,23,15,6.4799999999999995,0.2869198312236287
Liam Jones,Carlton,2019,KEY_DEFENDER,1991-02-24,28,13,10.084615384615384,0.5806451612903226
Liam Picken,Western Bulldogs,2019,MIDFIELDER_FORWARD,1986-08-01,NA,NA,NA,NA
Liam Ryan,West Coast Eagles,2019,MEDIUM_FORWARD,1996-10-02,23,24,8.8125,0.5121107266435986
Liam Shiels,Hawthorn,2019,MIDFIELDER,1991-04-29,28,19,10.6,0.3794749403341288
Liam Stocker,Carlton,2019,MEDIUM_DEFENDER,2000-01-23,19,5,3.1399999999999997,0.3448275862068966
Lin Jong,Western Bulldogs,2019,MIDFIELDER_FORWARD,1993-06-04,NA,NA,NA,NA
Lincoln McCarthy,Brisbane Lions,2019,MEDIUM_FORWARD,1993-10-22,26,24,7.879166666666666,0.48802395209580834
Lloyd Meek,Fremantle,2019,RUCK,1998-04-22,NA,NA,NA,NA
Lochie O'Brien,Carlton,2019,MIDFIELDER,1999-09-18,20,17,4.3352941176470585,0.2451923076923077
Logan Austin,St Kilda,2019,KEY_DEFENDER,1995-07-08,NA,NA,NA,NA
Lukas Webb,Western Bulldogs,2019,MIDFIELDER,1996-03-04,NA,NA,NA,NA
Luke Breust,Hawthorn,2019,MEDIUM_FORWARD,1990-11-11,29,22,12.190909090909091,0.5331230283911671
Luke Brown,Adelaide Crows,2019,MEDIUM_DEFENDER,1992-09-22,27,15,6.973333333333334,0.35233160621761656
Luke Dahlhaus,Geelong Cats,2019,MEDIUM_FORWARD,1992-08-21,27,24,9,0.41647597254004576
Luke Davies-Uniacke,North Melbourne,2019,MIDFIELDER_FORWARD,1999-06-08,20,14,9.471428571428572,0.44495412844036697
Luke Dunstan,St Kilda,2019,MIDFIELDER,1995-01-29,24,18,12.877777777777778,0.5253807106598984
Luke English,Richmond,2019,MIDFIELDER_FORWARD,2000-08-20,NA,NA,NA,NA
Luke Foley,West Coast Eagles,2019,MEDIUM_DEFENDER,1999-10-08,NA,NA,NA,NA
Luke Hodge,Brisbane Lions,2019,MEDIUM_DEFENDER,1984-06-15,35,22,7.081818181818182,0.2716049382716049
Luke Lavender,Essendon,2019,KEY_FORWARD,1996-07-08,NA,NA,NA,NA
Luke McDonald,North Melbourne,2019,MEDIUM_DEFENDER,1995-02-09,24,13,6.653846153846154,0.29533678756476683
Luke Parker,Sydney Swans,2019,MIDFIELDER,1992-10-25,27,22,14.89090909090909,0.48256880733944957
Luke Ryan,Fremantle,2019,MEDIUM_DEFENDER,1996-02-06,23,18,11,0.36874999999999997
Luke Shuey,West Coast Eagles,2019,MIDFIELDER,1990-06-02,29,24,13.433333333333334,0.4094488188976378
Luke Valente,Fremantle,2019,MIDFIELDER,2000-05-08,NA,NA,NA,NA
Lynden Dunn,Collingwood,2019,KEY_DEFENDER,1987-05-14,NA,NA,NA,NA
Mabior Chol,Richmond,2019,RUCK,1997-01-29,22,9,9.11111111111111,0.5675675675675677
Majak Daw,North Melbourne,2019,KEY_DEFENDER,1991-03-11,NA,NA,NA,NA
Marc Murphy,Carlton,2019,MIDFIELDER,1987-07-19,32,19,11.25263157894737,0.3461538461538462
Marc Pittonet,Hawthorn,2019,RUCK,1996-06-03,23,2,8.75,0.7368421052631579
Marcus Adams,Brisbane Lions,2019,KEY_DEFENDER,1993-06-30,26,10,6.13,0.45714285714285713
Marcus Bontempelli,Western Bulldogs,2019,MIDFIELDER,1995-11-24,24,23,16.169565217391305,0.45920000000000005
Mark Baguley,Essendon,2019,MEDIUM_FORWARD,1987-05-21,32,10,6.92,0.39603960396039606
Mark Blicavs,Geelong Cats,2019,KEY_DEFENDER,1991-03-28,28,25,9.988,0.43440233236151604
Mark Hutchings,West Coast Eagles,2019,MIDFIELDER,1991-05-25,28,18,5.016666666666667,0.3972602739726027
Mark Keane,Collingwood,2019,KEY_DEFENDER,2000-03-17,NA,NA,NA,NA
Mark O'Connor,Geelong Cats,2019,MEDIUM_DEFENDER,1997-01-17,22,23,7.539130434782609,0.3385093167701863
Marley Williams,North Melbourne,2019,MEDIUM_DEFENDER,1993-07-22,26,17,6.329411764705882,0.3211678832116789
Marlion Pickett,Richmond,2019,MIDFIELDER,1992-01-06,27,1,14.9,0.36363636363636365
Martin Frederick,Port Adelaide,2019,MEDIUM_DEFENDER,NA,NA,NA,NA,NA
Martin Gleeson,Essendon,2019,MEDIUM_DEFENDER,1994-08-25,25,9,9.522222222222222,0.3648648648648649
Marty Hore,Melbourne,2019,MEDIUM_DEFENDER,1996-03-05,23,14,7.4,0.37089201877934275
Mason Cox,Collingwood,2019,KEY_FORWARD,1991-03-14,28,14,7.114285714285715,0.609375
Mason Redman,Essendon,2019,MEDIUM_DEFENDER,1997-08-26,22,20,8.07,0.30606060606060603
Mason Wood,North Melbourne,2019,MEDIUM_FORWARD,1993-09-13,26,18,7.205555555555556,0.41796875
Mathew Walker,Hawthorn,2019,MEDIUM_FORWARD,2000-02-14,NA,NA,NA,NA
Matt Buntine,GWS Giants,2019,MEDIUM_DEFENDER,NA,26,9,4.333333333333334,0.35779816513761464
Matt Crouch,Adelaide Crows,2019,MIDFIELDER,1995-04-21,24,19,11.110526315789473,0.35179153094462545
Matt Dea,Essendon,2019,MEDIUM_DEFENDER,1991-10-13,NA,NA,NA,NA
Matt Eagles,Brisbane Lions,2019,KEY_DEFENDER,1990-02-09,NA,NA,NA,NA
Matt Guelfi,Essendon,2019,MIDFIELDER,1997-08-14,22,17,6.0588235294117645,0.3982683982683983
Matt Taberner,Fremantle,2019,KEY_FORWARD,1993-06-17,26,9,7.655555555555556,0.4429530201342282
Matt de Boer,GWS Giants,2019,MIDFIELDER,1990-03-10,29,19,9.01578947368421,0.453416149068323
Matthew Allen,West Coast Eagles,2019,MIDFIELDER,1997-10-18,NA,NA,NA,NA
Matthew Broadbent,Port Adelaide,2019,MEDIUM_DEFENDER,1990-08-01,29,10,6.61,0.2751322751322752
Matthew Cottrell,Carlton,2019,MEDIUM_DEFENDER,2000-02-29,NA,NA,NA,NA
Matthew Flynn,GWS Giants,2019,RUCK,NA,NA,NA,NA,NA
Matthew Kennedy,Carlton,2019,MEDIUM_FORWARD,1997-04-06,22,10,8.26,0.48648648648648646
Matthew Kreuzer,Carlton,2019,RUCK,1989-05-13,30,15,13.04,0.6748768472906403
Matthew Ling,Sydney Swans,2019,MEDIUM_DEFENDER,1999-04-21,NA,NA,NA,NA
Matthew Lobbe,Carlton,2019,RUCK,1989-02-12,30,2,3.45,0.7333333333333333
Matthew Owies,Carlton,2019,MEDIUM_FORWARD,1997-03-19,NA,NA,NA,NA
Matthew Parker,St Kilda,2019,MEDIUM_FORWARD,1996-01-25,23,17,5.547058823529412,0.3882978723404255
