Name,team,season,position,dateOfBirth,Age,Matches,rating_points,cp_ratio
Charlie Curnow,Carlton,2023,KEY_FORWARD,1997-02-03,26,26,14.146153846153846,0.5028089887640449
Charlie Dean,Collingwood,2023,KEY_DEFENDER,2001-06-19,NA,NA,NA,NA
Charlie Dixon,Port Adelaide,2023,KEY_FORWARD,1990-09-23,33,14,10.492857142857144,0.6483516483516484
Charlie Lazzaro,North Melbourne,2023,MEDIUM_FORWARD,2002-03-25,21,6,4.533333333333333,0.4074074074074074
Charlie Spargo,Melbourne,2023,MEDIUM_FORWARD,1999-11-25,24,14,5.442857142857143,0.24285714285714283
Chayce Jones,Adelaide Crows,2023,MIDFIELDER,2000-01-14,23,18,9.655555555555555,0.3867595818815331
Chris Burgess,Gold Coast Suns,2023,KEY_FORWARD,1995-11-26,28,1,2.8,0.6
Christian Petracca,Melbourne,2023,MIDFIELDER,1996-01-04,27,25,16.524,0.49928673323823114
Christian Salem,Melbourne,2023,MEDIUM_DEFENDER,1995-07-15,28,16,7.88125,0.32068965517241377
Cian McBride,Essendon,2023,KEY_DEFENDER,2001-04-19,NA,NA,NA,NA
Clay Tucker,Hawthorn,2023,RUCK,2004-08-09,NA,NA,NA,NA
Clayton Oliver,Melbourne,2023,MIDFIELDER,1997-07-22,26,15,16.153333333333332,0.48344370860927155
Coby Burgiel,West Coast Eagles,2023,MEDIUM_DEFENDER,2004-09-09,NA,NA,NA,NA
Cody Raak,Western Bulldogs,2023,KEY_DEFENDER,2002-10-08,NA,NA,NA,NA
Cody Weightman,Western Bulldogs,2023,MEDIUM_FORWARD,2001-01-15,22,19,9.126315789473685,0.4874371859296483
Connor Blakely,Gold Coast Suns,2023,MIDFIELDER,1996-03-02,NA,NA,NA,NA
Connor Budarick,Gold Coast Suns,2023,MEDIUM_DEFENDER,2001-04-06,22,2,4.949999999999999,0.2222222222222222
Connor Idun,GWS Giants,2023,MEDIUM_DEFENDER,2000-07-29,23,26,10.373076923076923,0.34004474272930646
Connor Macdonald,Hawthorn,2023,MEDIUM_FORWARD,2003-01-13,20,21,8.176190476190476,0.30270270270270266
Connor Rozee,Port Adelaide,2023,MIDFIELDER,2000-01-22,23,25,14.824,0.3302180685358256
Connor West,West Coast Eagles,2023,MEDIUM_FORWARD,1999-05-07,24,9,4.866666666666667,0.5222222222222223
Conor McKenna,Brisbane Lions,2023,MEDIUM_DEFENDER,1996-03-28,27,26,8.915384615384616,0.23404255319148937
Conor Nash,Hawthorn,2023,MIDFIELDER,1998-07-28,25,23,11.38695652173913,0.37924865831842575
Conor Stone,GWS Giants,2023,MEDIUM_FORWARD,2002-04-22,21,3,2.033333333333333,0.35714285714285715
Conrad Williams,Fremantle,2023,MIDFIELDER,2004-11-30,NA,NA,NA,NA
Cooper Hamilton,GWS Giants,2023,MIDFIELDER,2003-09-24,20,4,1.575,0.30357142857142855
Cooper Harvey,North Melbourne,2023,MEDIUM_FORWARD,2004-07-12,19,3,4.833333333333334,0.4230769230769231
Cooper Murley,Collingwood,2023,MEDIUM_FORWARD,2003-06-20,NA,NA,NA,NA
Cooper Sharman,St Kilda,2023,KEY_FORWARD,2000-07-25,23,16,7.825,0.4589041095890411
Cooper Stephens,Hawthorn,2023,MIDFIELDER,2001-01-17,NA,NA,NA,NA
Cooper Vickery,Sydney Swans,2023,MEDIUM_DEFENDER,2004-12-16,NA,NA,NA,NA
Cooper Whyte,Geelong Cats,2023,MEDIUM_DEFENDER,2003-02-24,20,1,-0.4,0
Corey Durdin,Carlton,2023,MEDIUM_FORWARD,2002-04-14,21,11,7.7,0.42268041237113396
Corey Wagner,Fremantle,2023,MEDIUM_DEFENDER,1997-03-23,26,9,7.022222222222222,0.2333333333333333
Corey Warner,Sydney Swans,2023,MEDIUM_FORWARD,2003-10-07,20,3,1.6333333333333333,0.16666666666666666
Curtis Taylor,North Melbourne,2023,MIDFIELDER_FORWARD,2000-04-06,23,16,6.05625,0.2599118942731278
Dan Butler,St Kilda,2023,MEDIUM_FORWARD,1996-06-03,27,24,9.254166666666666,0.36293436293436293
Dan Houston,Port Adelaide,2023,MEDIUM_DEFENDER,1997-05-12,26,25,14.304,0.35587188612099646
Dane Rampe,Sydney Swans,2023,KEY_DEFENDER,1990-06-02,33,15,8.666666666666666,0.29910714285714285
Daniel Howe,North Melbourne,2023,MIDFIELDER,1995-12-04,28,11,7.036363636363636,0.2777777777777778
Daniel Lloyd,GWS Giants,2023,MEDIUM_FORWARD,1992-02-18,31,23,9.034782608695652,0.41666666666666663
Daniel McKenzie,St Kilda,2023,MIDFIELDER,1996-05-17,NA,NA,NA,NA
Daniel McStay,Collingwood,2023,KEY_FORWARD,1995-06-24,28,14,6.1,0.5042735042735043
Daniel Rich,Brisbane Lions,2023,MEDIUM_DEFENDER,1990-06-07,33,7,9.257142857142858,0.25000000000000006
Daniel Rioli,Richmond,2023,MEDIUM_DEFENDER,1997-04-16,26,23,10.321739130434782,0.30588235294117644
Daniel Turner,Melbourne,2023,KEY_DEFENDER,2002-01-28,21,2,4.55,0.2777777777777778
Dante Visentini,Port Adelaide,2023,RUCK,2003-02-13,20,3,5.466666666666667,0.75
Darcy Byrne-Jones,Port Adelaide,2023,MEDIUM_FORWARD,1995-09-20,28,23,8.756521739130434,0.3843537414965986
Darcy Cameron,Collingwood,2023,RUCK,1995-07-18,28,19,10.857894736842105,0.627906976744186
Darcy Fogarty,Adelaide Crows,2023,KEY_FORWARD,1999-09-25,24,21,8.2,0.4232365145228216
Darcy Fort,Brisbane Lions,2023,RUCK,1993-08-06,30,7,8.085714285714285,0.7049180327868853
Darcy Gardiner,Brisbane Lions,2023,KEY_DEFENDER,1995-09-22,28,4,7.85,0.5428571428571428
Darcy Jones,GWS Giants,2023,MIDFIELDER,2004-04-03,NA,NA,NA,NA
Darcy Macpherson,Gold Coast Suns,2023,MEDIUM_DEFENDER,1997-10-29,26,23,6.308695652173913,0.3058252427184466
Darcy Moore,Collingwood,2023,KEY_DEFENDER,1996-01-25,27,24,12.775,0.5
Darcy Parish,Essendon,2023,MIDFIELDER,1997-07-25,26,18,13.605555555555556,0.45
Darcy Tucker,North Melbourne,2023,MIDFIELDER,1997-01-23,26,18,7.227777777777778,0.2733333333333334
Darcy Wilmot,Brisbane Lions,2023,MEDIUM_DEFENDER,2003-12-31,20,26,8.542307692307693,0.3457446808510638
Darragh Joyce,Brisbane Lions,2023,KEY_DEFENDER,1997-04-23,26,5,4.5,0.36363636363636365
Darryl McDowell-White,Brisbane Lions,2023,MEDIUM_FORWARD,1997-01-14,NA,NA,NA,NA
David Cuningham,Carlton,2023,MEDIUM_FORWARD,1997-03-30,26,12,7.466666666666667,0.34117647058823525
David Swallow,Gold Coast Suns,2023,MIDFIELDER,1992-11-19,31,23,8.695652173913043,0.4677002583979328
Dayne Zorko,Brisbane Lions,2023,MIDFIELDER_FORWARD,1989-02-09,34,20,8.69,0.3076923076923077
Deakyn Smith,Melbourne,2023,MEDIUM_DEFENDER,2002-08-22,NA,NA,NA,NA
Denver Grainger-Barras,Hawthorn,2023,KEY_FORWARD,2002-04-17,21,7,3.0142857142857142,0.3947368421052631
Deven Robertson,Brisbane Lions,2023,MIDFIELDER_FORWARD,2001-06-30,22,16,5.16875,0.4825174825174825
Dion Prestia,Richmond,2023,MIDFIELDER,1992-10-12,31,20,11.43,0.37500000000000006
Dom Sheed,West Coast Eagles,2023,MIDFIELDER,1995-04-10,28,15,7.92,0.32275132275132273
Domanic Akuei,Carlton,2023,KEY_DEFENDER,2002-05-12,NA,NA,NA,NA
Dominic Bedendo,Western Bulldogs,2023,MIDFIELDER,2002-07-09,NA,NA,NA,NA
Dougal Howard,St Kilda,2023,KEY_DEFENDER,1996-03-25,27,18,9.377777777777778,0.3244444444444444
Dustin Martin,Richmond,2023,MEDIUM_FORWARD,1991-06-26,32,20,13.905,0.4211663066954644
Dylan Grimes,Richmond,2023,MEDIUM_DEFENDER,1991-07-16,32,22,5.918181818181818,0.5027322404371585
Dylan Moore,Hawthorn,2023,MEDIUM_FORWARD,1999-08-04,24,23,11.334782608695653,0.3319755600814664
Dylan Shiel,Essendon,2023,MIDFIELDER,1993-03-09,30,12,10.816666666666666,0.40092165898617504
Dylan Stephens,Sydney Swans,2023,MIDFIELDER,2001-01-08,22,13,5.923076923076923,0.3804347826086956
Dylan Williams,Port Adelaide,2023,MEDIUM_DEFENDER,2001-07-01,22,21,6.8428571428571425,0.3146067415730337
Dyson Heppell,Essendon,2023,MEDIUM_DEFENDER,1992-05-14,31,22,9.209090909090909,0.2807424593967517
Ed Curnow,Carlton,2023,MIDFIELDER_FORWARD,1989-11-07,34,17,4.811764705882353,0.3022222222222222
Ed Langdon,Melbourne,2023,MIDFIELDER,1996-02-01,27,25,8.772,0.32854209445585214
Ed Richards,Western Bulldogs,2023,MEDIUM_DEFENDER,1999-07-03,24,19,11.384210526315789,0.327027027027027
Eddie Ford,North Melbourne,2023,MEDIUM_FORWARD,2002-06-21,21,14,8.457142857142857,0.35714285714285715
Edward Allan,Collingwood,2023,MIDFIELDER,2004-05-26,NA,NA,NA,NA
Elijah Hewett,West Coast Eagles,2023,MIDFIELDER_FORWARD,2004-05-27,19,14,4.3428571428571425,0.4516129032258065
Elijah Hollands,Gold Coast Suns,2023,MIDFIELDER,2002-04-25,21,9,5.333333333333333,0.3760683760683761
Elijah Tsatas,Essendon,2023,MIDFIELDER_FORWARD,2004-10-18,19,4,6.475,0.2698412698412698
Elliot Yeo,West Coast Eagles,2023,MEDIUM_DEFENDER,1993-10-01,30,10,10.23,0.43046357615894043
Elliott Himmelberg,Adelaide Crows,2023,KEY_FORWARD,1998-06-04,25,3,5.766666666666667,0.5
Emerson Jeka,Hawthorn,2023,KEY_FORWARD,2001-09-18,NA,NA,NA,NA
Eric Benning,Fremantle,2023,RUCK,2003-06-14,NA,NA,NA,NA
Eric Hipwood,Brisbane Lions,2023,KEY_FORWARD,1997-09-13,26,26,5.95,0.36259541984732824
Errol Gulden,Sydney Swans,2023,MIDFIELDER,2002-07-18,21,24,15.5125,0.3687500000000001
Esava Ratugolea,Geelong Cats,2023,KEY_DEFENDER,1998-07-24,25,16,6.96875,0.45714285714285713
Ethan Hughes,Fremantle,2023,MEDIUM_DEFENDER,1994-12-07,29,20,5.915,0.2574626865671642
Ethan Stanley,Fremantle,2023,MIDFIELDER,2003-11-13,20,2,1.5,0.125
Fergus Greene,Hawthorn,2023,KEY_FORWARD,1997-12-20,26,11,4.609090909090909,0.3516483516483516
Finlay Macrae,Collingwood,2023,MEDIUM_FORWARD,2002-03-13,21,1,5.8,0.4444444444444444
Finn Callaghan,GWS Giants,2023,MIDFIELDER,2003-04-26,20,21,8.947619047619048,0.23006833712984054
Finn Maginness,Hawthorn,2023,MIDFIELDER_FORWARD,2001-02-23,22,13,3.5,0.2518518518518518
Fionn O'Hara,Hawthorn,2023,MIDFIELDER_FORWARD,2002-02-28,NA,NA,NA,NA
Fischer McAsey,Adelaide Crows,2023,KEY_FORWARD,2001-03-08,NA,NA,NA,NA
Flynn Kroeger,Geelong Cats,2023,MIDFIELDER,2003-07-23,NA,NA,NA,NA
Flynn Perez,North Melbourne,2023,MEDIUM_DEFENDER,2001-08-25,22,5,2.58,0.2
Francis Evans,Port Adelaide,2023,MEDIUM_FORWARD,2001-08-23,22,10,6,0.4675324675324676
Gary Rohan,Geelong Cats,2023,MEDIUM_FORWARD,1991-06-07,32,15,8.54,0.5035971223021584
George Hewett,Carlton,2023,MIDFIELDER,1995-12-29,28,22,9.627272727272727,0.4654788418708241
George Wardlaw,North Melbourne,2023,MIDFIELDER,2004-06-11,19,8,9.1625,0.46825396825396826
Greg Clark,West Coast Eagles,2023,MIDFIELDER,1997-05-24,26,12,2.65,0.24444444444444444
Griffin Logue,North Melbourne,2023,KEY_DEFENDER,1998-04-13,25,15,8.033333333333333,0.3776595744680851
Gryan Miers,Geelong Cats,2023,MEDIUM_FORWARD,1999-03-30,24,23,10.465217391304348,0.31390134529147984
Hamish Free,North Melbourne,2023,RUCK,1998-07-23,NA,NA,NA,NA
Harris Andrews,Brisbane Lions,2023,KEY_DEFENDER,1996-12-11,27,26,12.973076923076922,0.3547486033519553
Harrison Arnold,Sydney Swans,2023,KEY_DEFENDER,1999-04-08,NA,NA,NA,NA
Harrison Jones,Essendon,2023,KEY_FORWARD,2001-02-25,22,5,5.58,0.47727272727272724
Harrison Petty,Melbourne,2023,KEY_DEFENDER,1999-11-12,24,14,7.878571428571429,0.393103448275862
Harry Barnett,West Coast Eagles,2023,RUCK,2004-01-22,19,1,0.9,0
Harry Cunningham,Sydney Swans,2023,MEDIUM_DEFENDER,1993-12-06,30,24,6.2625,0.281733746130031
Harry Edwards,West Coast Eagles,2023,KEY_DEFENDER,2000-10-01,23,2,6.35,0.5294117647058824
Harry Himmelberg,GWS Giants,2023,KEY_DEFENDER,1996-05-08,27,25,9.688,0.3177339901477832
Harry Lemmey,Carlton,2023,KEY_FORWARD,2004-01-30,NA,NA,NA,NA
Harry McKay,Carlton,2023,KEY_FORWARD,1997-12-24,26,21,7.004761904761905,0.46640316205533594
Harry Morrison,Hawthorn,2023,MIDFIELDER,1998-11-12,25,13,8.23846153846154,0.2711864406779661
Harry Perryman,GWS Giants,2023,MEDIUM_DEFENDER,1998-12-19,25,22,11.113636363636363,0.3743589743589744
Harry Rowston,GWS Giants,2023,MIDFIELDER,2004-08-12,19,7,4.571428571428571,0.40816326530612246
Harry Schoenberg,Adelaide Crows,2023,MIDFIELDER,2001-02-21,22,11,5.9,0.3732394366197183
Harry Sharp,Brisbane Lions,2023,MIDFIELDER,2002-12-17,21,3,7.066666666666666,0.29268292682926833
Harry Sheezel,North Melbourne,2023,MEDIUM_DEFENDER,2004-10-13,19,23,10.23913043478261,0.2778761061946903
Harvey Gallagher,Western Bulldogs,2023,MEDIUM_DEFENDER,2003-09-26,NA,NA,NA,NA
Harvey Harrison,Collingwood,2023,MEDIUM_FORWARD,2003-11-10,20,4,5.525,0.2903225806451613
Hayden Crozier,Western Bulldogs,2023,MEDIUM_DEFENDER,1993-12-24,30,4,5.4,0.25
Hayden McLean,Sydney Swans,2023,RUCK,1999-01-20,24,22,9.05,0.4963235294117647
Hayden Young,Fremantle,2023,MEDIUM_DEFENDER,2001-04-11,22,22,11.745454545454546,0.29867256637168144
Heath Chapman,Fremantle,2023,MEDIUM_DEFENDER,2002-01-31,21,3,6.766666666666667,0.30434782608695654
Henry Hustwaite,Hawthorn,2023,MIDFIELDER,2004-07-20,19,2,9.25,0.39285714285714285
Henry Smith,Brisbane Lions,2023,KEY_FORWARD,2002-09-24,NA,NA,NA,NA
Hewago Oea,Gold Coast Suns,2023,MIDFIELDER_FORWARD,2001-11-13,22,8,5.3375,0.47761194029850745
Hudson O'Keeffe,Carlton,2023,RUCK,2004-12-16,NA,NA,NA,NA
Hugh Bond,Adelaide Crows,2023,MIDFIELDER,2004-09-25,NA,NA,NA,NA
Hugh Davies,Fremantle,2023,KEY_DEFENDER,2004-09-28,NA,NA,NA,NA
Hugh Greenwood,North Melbourne,2023,MIDFIELDER,1992-03-06,31,14,9.535714285714285,0.6504854368932038
Hugh Jackson,Port Adelaide,2023,MIDFIELDER,2003-05-03,NA,NA,NA,NA
Hugh McCluggage,Brisbane Lions,2023,MIDFIELDER,1998-03-03,25,25,11.196,0.4172535211267606
Hugo Hall-Kahan,Sydney Swans,2023,MEDIUM_FORWARD,2003-09-22,NA,NA,NA,NA
Hugo Ralphsmith,Richmond,2023,MEDIUM_DEFENDER,2001-11-09,22,13,5.453846153846154,0.32089552238805974
Hunter Clark,St Kilda,2023,MIDFIELDER,1999-03-26,24,19,8.294736842105262,0.4144927536231884
Isaac Cumming,GWS Giants,2023,MEDIUM_DEFENDER,1998-08-11,25,20,8.35,0.2785714285714286
Isaac Heeney,Sydney Swans,2023,MEDIUM_FORWARD,1996-05-05,27,23,11.891304347826088,0.5403899721448467
Isaac Keeler,St Kilda,2023,KEY_FORWARD,2004-04-23,NA,NA,NA,NA
Isaac Quaynor,Collingwood,2023,MEDIUM_DEFENDER,2000-01-15,23,26,8.807692307692308,0.3553921568627451
Isaac Smith,Geelong Cats,2023,MIDFIELDER_FORWARD,1988-12-30,35,22,8.468181818181819,0.1920374707259953
Isiah Winder,West Coast Eagles,2023,MIDFIELDER,2002-05-16,NA,NA,NA,NA
Ivan Soldo,Richmond,2023,RUCK,1996-04-14,27,8,10.4,0.575
Izak Rankine,Adelaide Crows,2023,MEDIUM_FORWARD,2000-04-23,23,20,12.25,0.49367088607594933
Jack Billings,St Kilda,2023,MEDIUM_FORWARD,1995-08-18,28,3,5.7,0.28888888888888886
Jack Bowes,Geelong Cats,2023,MEDIUM_DEFENDER,1998-01-26,25,17,8.429411764705883,0.40944881889763773
Jack Buckley,GWS Giants,2023,KEY_DEFENDER,1997-12-17,26,26,11.830769230769231,0.44057971014492747
Jack Buller,Sydney Swans,2023,KEY_FORWARD,2001-05-16,22,1,1.3,0
Jack Bytel,St Kilda,2023,MIDFIELDER,2000-03-14,23,6,3.0666666666666664,0.3877551020408163
Jack Carroll,Carlton,2023,MIDFIELDER,2002-12-20,21,1,4.8,0.5
Jack Crisp,Collingwood,2023,MIDFIELDER,1993-10-02,30,26,13.146153846153846,0.37230215827338126
Jack Darling,West Coast Eagles,2023,KEY_FORWARD,1992-06-13,31,20,6.67,0.4607843137254902
Jack Ginnivan,Collingwood,2023,MEDIUM_FORWARD,2002-12-09,21,14,6.507142857142857,0.38211382113821135
Jack Graham,Richmond,2023,MEDIUM_FORWARD,1998-02-25,25,20,9.19,0.33656957928802594
Jack Gunston,Brisbane Lions,2023,KEY_FORWARD,1991-10-16,32,17,6.547058823529412,0.3546511627906977
Jack Hayes,St Kilda,2023,KEY_FORWARD,1996-03-06,27,1,5.6,0.5454545454545454
Jack Henry,Geelong Cats,2023,KEY_DEFENDER,1998-08-29,25,11,8.90909090909091,0.4655172413793103
Jack Higgins,St Kilda,2023,MEDIUM_FORWARD,1999-03-19,24,22,8.122727272727273,0.3872053872053872
Jack Lukosius,Gold Coast Suns,2023,KEY_FORWARD,2000-08-09,23,22,10.718181818181819,0.3819444444444444
Jack Macrae,Western Bulldogs,2023,MIDFIELDER_FORWARD,1994-08-03,29,22,12.672727272727272,0.3935599284436494
Jack Mahony,North Melbourne,2023,MIDFIELDER_FORWARD,2001-11-12,22,2,4.9,0.16666666666666666
Jack Martin,Carlton,2023,MEDIUM_FORWARD,1995-01-29,28,13,7.2615384615384615,0.4315068493150685
Jack O'Sullivan,Hawthorn,2023,MEDIUM_FORWARD,2004-10-22,NA,NA,NA,NA
Jack Payne,Brisbane Lions,2023,KEY_DEFENDER,1999-10-15,24,23,6.721739130434782,0.3185840707964602
Jack Peris,St Kilda,2023,MEDIUM_FORWARD,2003-12-17,20,1,6.6,0.4
Jack Petruccelle,West Coast Eagles,2023,MEDIUM_FORWARD,1999-04-12,24,18,8.816666666666666,0.4385964912280702
Jack Riewoldt,Richmond,2023,KEY_FORWARD,1988-10-31,35,21,7.1571428571428575,0.5133689839572192
Jack Ross,Richmond,2023,MIDFIELDER,2000-09-03,23,19,10.905263157894737,0.31034482758620685
Jack Scrimshaw,Hawthorn,2023,MEDIUM_DEFENDER,1998-09-04,25,16,9.56875,0.2894736842105263
Jack Silvagni,Carlton,2023,KEY_FORWARD,1997-12-17,26,16,9.0125,0.4537037037037037
Jack Sinclair,St Kilda,2023,MEDIUM_DEFENDER,1995-02-12,28,24,15.979166666666666,0.32495812395309887
Jack Steele,St Kilda,2023,MIDFIELDER,1995-12-13,28,21,12.49047619047619,0.44488188976377957
Jack Viney,Melbourne,2023,MIDFIELDER,1994-04-13,29,24,11.804166666666667,0.46504065040650405
Jack Williams,West Coast Eagles,2023,KEY_FORWARD,2003-12-01,20,10,3.38,0.37681159420289856
Jack Ziebell,North Melbourne,2023,MEDIUM_DEFENDER,1991-02-28,32,22,8.49090909090909,0.2772020725388601
Jackson Archer,North Melbourne,2023,MEDIUM_DEFENDER,2003-01-09,20,5,1.5999999999999999,0.2727272727272727
Jackson Hately,Adelaide Crows,2023,MIDFIELDER,2000-10-21,23,1,0.8,0.25
Jackson Mead,Port Adelaide,2023,MIDFIELDER_FORWARD,2001-09-30,22,7,4.3,0.37735849056603776
Jacob Bauer,Richmond,2023,KEY_FORWARD,2002-06-04,21,4,3.425,0.21052631578947367
Jacob Edwards,North Melbourne,2023,KEY_FORWARD,2002-11-22,NA,NA,NA,NA
Jacob Hopper,Richmond,2023,MIDFIELDER,1997-02-06,26,16,10.73125,0.3877551020408163
Jacob Konstanty,Sydney Swans,2023,MEDIUM_FORWARD,2004-11-09,NA,NA,NA,NA
Jacob Koschitzke,Hawthorn,2023,KEY_FORWARD,2000-07-11,23,12,6.108333333333333,0.5714285714285714
Jacob Wehr,GWS Giants,2023,MIDFIELDER,1998-07-05,25,4,2.3,0.21428571428571427
Jacob Weitering,Carlton,2023,KEY_DEFENDER,1997-11-23,26,26,11.534615384615385,0.3598014888337469
Jacob van Rooyen,Melbourne,2023,KEY_FORWARD,2003-04-16,20,20,7.295,0.4751381215469613
Jade Gresham,St Kilda,2023,MEDIUM_FORWARD,1997-08-24,26,23,8.008695652173913,0.3820512820512821
Jaeger O'Meara,Fremantle,2023,MIDFIELDER,1994-02-23,29,21,10.957142857142857,0.4441747572815533
Jai Culley,West Coast Eagles,2023,MIDFIELDER_FORWARD,2003-02-24,20,5,4.7,0.47619047619047616
Jai Newcombe,Hawthorn,2023,MIDFIELDER,2001-08-02,22,22,15.15,0.437609841827768
Jai Serong,Hawthorn,2023,KEY_DEFENDER,2003-02-16,20,2,3.45,0.22727272727272727
Jaiden Hunter,Essendon,2023,KEY_FORWARD,2002-04-20,NA,NA,NA,NA
Jaiden Magor,Sydney Swans,2023,MEDIUM_FORWARD,2004-02-16,NA,NA,NA,NA
Jaidyn Stephenson,North Melbourne,2023,MEDIUM_FORWARD,1999-01-15,24,21,7.152380952380953,0.30131004366812225
Jake Bowey,Melbourne,2023,MEDIUM_DEFENDER,2002-09-12,21,23,8.191304347826087,0.37846153846153846
Jake Kelly,Essendon,2023,MEDIUM_DEFENDER,1995-01-21,28,17,5.682352941176471,0.2938775510204082
Jake Kolodjashnij,Geelong Cats,2023,KEY_DEFENDER,1995-08-09,28,19,6.405263157894737,0.3333333333333333
Jake Lever,Melbourne,2023,KEY_DEFENDER,1996-03-05,27,24,10.6,0.3911764705882353
Jake Lloyd,Sydney Swans,2023,MEDIUM_DEFENDER,1993-09-20,30,23,10.065217391304348,0.23725055432372505
Jake Melksham,Melbourne,2023,MEDIUM_FORWARD,1991-08-29,32,13,5.930769230769231,0.3823529411764706
Jake Pasini,Port Adelaide,2023,KEY_DEFENDER,2001-02-06,NA,NA,NA,NA
Jake Riccardi,GWS Giants,2023,KEY_FORWARD,1999-11-07,24,21,4.4714285714285715,0.3195876288659794
Jake Soligo,Adelaide Crows,2023,MIDFIELDER,2003-01-25,20,21,9.442857142857143,0.4088397790055249
Jake Stein,Gold Coast Suns,2023,KEY_DEFENDER,1994-01-17,NA,NA,NA,NA
Jake Stringer,Essendon,2023,MEDIUM_FORWARD,1994-04-25,29,17,9.823529411764707,0.5041666666666667
Jake Waterman,West Coast Eagles,2023,KEY_FORWARD,1998-05-06,25,11,7.036363636363636,0.28846153846153844
Jakob Ryan,Collingwood,2023,MEDIUM_DEFENDER,2004-09-20,19,1,0.1,0.4
Jamaine Jones,West Coast Eagles,2023,MEDIUM_DEFENDER,1998-09-29,25,13,8.392307692307693,0.3114035087719298
Jamarra Ugle-Hagan,Western Bulldogs,2023,KEY_FORWARD,2002-04-04,21,23,6.439130434782609,0.42592592592592593
James Aish,Fremantle,2023,MIDFIELDER,1995-10-08,28,20,8.745000000000001,0.3
James Blanck,Hawthorn,2023,KEY_DEFENDER,2000-11-20,23,15,5.52,0.4787234042553192
James Borlase,Adelaide Crows,2023,KEY_DEFENDER,2002-07-18,21,4,7.3,0.4
James Harmes,Melbourne,2023,MIDFIELDER_FORWARD,1995-10-05,28,9,4.766666666666667,0.39495798319327735
James Jordon,Melbourne,2023,MIDFIELDER_FORWARD,2000-12-20,23,18,6.35,0.2962962962962963
James Madden,Brisbane Lions,2023,MEDIUM_DEFENDER,1999-11-15,24,2,3.3,0.2857142857142857
James O'Donnell,Western Bulldogs,2023,KEY_DEFENDER,2002-08-31,21,12,4.283333333333333,0.3775510204081633
James Peatling,GWS Giants,2023,MEDIUM_FORWARD,2000-08-21,23,10,6.21,0.4017857142857143
James Rowbottom,Sydney Swans,2023,MIDFIELDER,2000-09-19,23,24,11.904166666666667,0.5619266055045872
James Sicily,Hawthorn,2023,KEY_DEFENDER,1995-01-06,28,19,13.773684210526316,0.3384615384615385
James Stewart,Essendon,2023,KEY_DEFENDER,1994-03-04,NA,NA,NA,NA
James Trezise,Richmond,2023,MEDIUM_DEFENDER,2002-06-15,21,1,9.2,0.3076923076923077
James Tsitas,Gold Coast Suns,2023,MEDIUM_FORWARD,1995-03-03,28,4,3.175,0.2631578947368421
James Tunstill,Brisbane Lions,2023,MEDIUM_FORWARD,2003-07-18,20,2,2.9000000000000004,0.5
James Van Es,St Kilda,2023,KEY_DEFENDER,2004-08-07,NA,NA,NA,NA
James Willis,Geelong Cats,2023,MIDFIELDER,2003-07-10,NA,NA,NA,NA
James Worpel,Hawthorn,2023,MIDFIELDER,1999-01-24,24,23,13.669565217391304,0.46116504854368934
Jamie Cripps,West Coast Eagles,2023,MEDIUM_FORWARD,1992-04-23,31,12,10.091666666666667,0.3151515151515151
Jamie Elliott,Collingwood,2023,MEDIUM_FORWARD,1992-08-21,31,24,7.5875,0.37857142857142856
Jarman Impey,Hawthorn,2023,MEDIUM_DEFENDER,1995-07-09,28,22,8.445454545454545,0.2345132743362832
Jarrod Berry,Brisbane Lions,2023,MIDFIELDER,1998-02-05,25,25,8.664,0.34675615212527966
Jarrod Witts,Gold Coast Suns,2023,RUCK,1992-09-13,31,21,13.261904761904763,0.6060606060606061
Jarryd Lyons,Brisbane Lions,2023,MIDFIELDER,1992-07-22,31,10,6.95,0.4479166666666667
Jase Burgoyne,Port Adelaide,2023,MEDIUM_DEFENDER,2003-07-15,20,5,3.98,0.2888888888888889
Jason Castagna,Richmond,2023,MEDIUM_FORWARD,1996-07-12,NA,NA,NA,NA
Jason Gillbee,GWS Giants,2023,MIDFIELDER,2004-05-15,NA,NA,NA,NA
Jason Horne-Francis,Port Adelaide,2023,MIDFIELDER,2003-06-21,20,24,10.525,0.49883990719257537
Jason Johannisen,Western Bulldogs,2023,MEDIUM_DEFENDER,1992-11-08,31,11,9.290909090909091,0.20879120879120877
Jaspa Fletcher,Brisbane Lions,2023,MIDFIELDER,2004-02-24,19,14,7.492857142857143,0.3414634146341463
Jaxon Binns,Carlton,2023,MEDIUM_DEFENDER,2004-10-29,NA,NA,NA,NA
Jaxon Prior,Brisbane Lions,2023,MEDIUM_DEFENDER,2001-06-04,22,5,4.1,0.3
Jayden Davey,Essendon,2023,MEDIUM_FORWARD,2004-02-26,NA,NA,NA,NA
Jayden Hunt,West Coast Eagles,2023,MEDIUM_DEFENDER,1995-04-03,28,23,9.226086956521739,0.2441860465116279
Jayden Laverde,Essendon,2023,KEY_DEFENDER,1996-04-12,27,19,8.289473684210526,0.2895622895622896
Jayden Short,Richmond,2023,MEDIUM_DEFENDER,1996-01-24,27,16,12.3,0.2448377581120944
Jed Adams,Melbourne,2023,KEY_DEFENDER,2004-05-14,NA,NA,NA,NA
Jed Anderson,Gold Coast Suns,2023,MIDFIELDER,1994-02-02,NA,NA,NA,NA
Jed Bews,Geelong Cats,2023,MEDIUM_DEFENDER,1993-12-14,30,15,5.84,0.47019867549668876
